STFIPS,CTYFIPS,ST_ABBREV,CTYNAME,CBSATITLE,CBSAPOP,CTYPOP,CODE2023,CODE2013,CODE2006,CODE1990
6,67,CA,Sacramento County,"Sacramento-Roseville-Folsom, CA",2416702,1584169,1,1,1,1
6,69,CA,San Benito County,"San Jose-Sunnyvale-Santa Clara, CA",1938524,67579,2,2,2,5
6,71,CA,San Bernardino County,"Riverside-San Bernardino-Ontario, CA",4667558,2193656,2,2,2,1
6,73,CA,San Diego County,"San Diego-Chula Vista-Carlsbad, CA",3276208,3276208,1,1,1,1
6,75,CA,San Francisco County,"San Francisco-Oakland-Fremont, CA",4579599,808437,1,1,1,1
6,77,CA,San Joaquin County,"Stockton-Lodi, CA",793229,793229,3,3,3,3
6,79,CA,San Luis Obispo County,"San Luis Obispo-Paso Robles, CA",282013,282013,3,3,3,4
6,81,CA,San Mateo County,"San Francisco-Oakland-Fremont, CA",4579599,729181,2,2,2,2
6,83,CA,Santa Barbara County,"Santa Maria-Santa Barbara, CA",443837,443837,3,3,3,3
6,85,CA,Santa Clara County,"San Jose-Sunnyvale-Santa Clara, CA",1938524,1870945,1,1,1,1
6,87,CA,Santa Cruz County,"Santa Cruz-Watsonville, CA",264370,264370,3,3,3,2
6,89,CA,Shasta County,"Redding, CA",180930,180930,4,4,4,4
6,91,CA,Sierra County,,,3217,6,6,6,6
6,93,CA,Siskiyou County,,,43660,6,6,6,6
6,95,CA,Solano County,"Vallejo, CA",448747,448747,3,3,3,2
6,97,CA,Sonoma County,"Santa Rosa-Petaluma, CA",482650,482650,3,3,3,3
6,99,CA,Stanislaus County,"Modesto, CA",551275,551275,3,3,3,3
6,101,CA,Sutter County,"Yuba City, CA",182813,98503,4,4,4,4
6,103,CA,Tehama County,"Red Bluff, CA",65245,65245,5,5,5,5
6,105,CA,Trinity County,,,15781,6,6,6,6
6,107,CA,Tulare County,"Visalia, CA",477544,477544,3,3,3,3
6,109,CA,Tuolumne County,"Sonora, CA",54531,54531,5,5,5,6
6,111,CA,Ventura County,"Oxnard-Thousand Oaks-Ventura, CA",832605,832605,3,3,3,2
6,113,CA,Yolo County,"Sacramento-Roseville-Folsom, CA",2416702,222115,2,2,2,2
6,115,CA,Yuba County,"Yuba City, CA",182813,84310,4,4,4,4
8,1,CO,Adams County,"Denver-Aurora-Centennial, CO",2985871,527575,2,2,2,2
8,3,CO,Alamosa County,"Alamosa, CO",27774,16592,5,6,6,6
8,5,CO,Arapahoe County,"Denver-Aurora-Centennial, CO",2985871,655808,1,2,2,2
8,7,CO,Archuleta County,,,14003,6,6,6,6
8,9,CO,Baca County,,,3432,6,6,6,6
